SRR15243701	34771324035	2563952484
SRR15243702	20930082899	1238474812
SRR15243703	34974832301	2044026287
SRR15243704	31671657135	2169272343
SRR15243705	22633140697	1455127199
SRR15243706	28552361033	1658490495
SRR15243707	34390156643	2269515129
SRR15243708	30114965118	2162015635
SRR15243709	34406208338	2295639436
SRR15243710	39938401367	2759109992
SRR15243711	35225908996	2281367019
SRR15243712	35384532848	2142734462
SRR15243713	24006947547	1426272141
SRR15243714	36717117596	2432353796
SRR15243715	21484480910	1462057184
SRR15243716	34685654448	2167553186
SRR15243717	17985853692	1270265945
SRR15243718	39197559428	2548453055
SRR15243719	29935897165	1976154031
SRR15243720	27337017492	1478801954
SRR15243721	34547959737	2221476932
SRR15243722	33870807117	2138340702
SRR15243723	32339774988	2012100105
SRR15243724	31930475106	2157749244
SRR15243725	32584352340	2087524170
SRR15243726	37743374468	2712090874
SRR15243727	33358322374	2128609570
SRR15243728	34269768960	2242386251
SRR15243729	31660784122	2071410604
SRR15243730	29271727211	1872585693
SRR15243731	12134340729	748884884
SRR15243732	36727738769	2539136092
